CMND,Clearmind Medicine Inc. Common Shares,Energy,Pharmaceuticals and Biotechnology
CMP,Compass Minerals Intl Inc Common Stock,Energy,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CMPO,CompoSecure Inc. Class A Common Stock,Energy,Finance: Consumer Services
CMPOW,CompoSecure Inc. Warrant,Energy,Finance: Consumer Services
CMPR,Cimpress plc Ordinary Shares (Ireland),Energy,Publishing
CMPS,COMPASS Pathways Plc American Depository Shares,Energy,Biotechnology: Pharmaceutical Preparations
CMPX,Compass Therapeutics Inc. Common Stock,Energy,Biotechnology: Pharmaceutical Preparations
CMRA,Comera Life Sciences Holdings Inc. Common Stock,Energy,Biotechnology: Biological Products (No Diagnostic Substances)
CMRAW,Comera Life Sciences Holdings Inc. Warrant,Energy,Biotechnology: Biological Products (No Diagnostic Substances)
CMRE,Costamare Inc. Common Stock $0.0001 par value,Energy,Marine Transportation
CMRE^B,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands),Energy,
CMRE^C,Costamare Inc. Perpetual Preferred Series C (Marshall Islands),Energy,
CMRE^D,Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock,Energy,
CMRE^E,Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock par value $0.0001,Energy,
CMRX,Chimerix Inc. Common Stock,Energy,Biotechnology: Pharmaceutical Preparations
CMS,CMS Energy Corporation Common Stock,Energy,Power Generation
CMS^B,CMS Energy Corporation Preferred Stock,Energy,
CMS^C,CMS Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.200% Cumulative Redeemable Perpetual Preferred Stock Series C,Energy,
CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,Energy,Power Generation
CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,Energy,Power Generation
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,Energy,Power Generation
CMT,Core Molding Technologies Inc Common Stock,Energy,Plastic Products
CMTG,Claros Mortgage Trust Inc. Common Stock,Energy,Real Estate Investment Trusts
CMTL,Comtech Telecommunications Corp. Common Stock,Energy,Radio And Television Broadcasting And Communications Equipment
CMU,MFS Municipal Income Trust Common Stock,Energy,Investment Managers
CNA,CNA Financial Corporation Common Stock,Energy,Property-Casualty Insurers
CNC,Centene Corporation Common Stock,Energy,Medical Specialities
CNDA,Concord Acquisition Corp II Class A Common Stock,Energy,Blank Checks
CNDB,Concord Acquisition Corp III Class A Common Stock,Energy,Blank Checks
CNDT,Conduent Incorporated Common Stock ,Energy,Business Services
CNET,ZW Data Action Technologies Inc. Common Stock,Energy,Advertising
CNEY,CN Energy Group Inc. Class A Ordinary Shares,Energy,Major Chemicals
CNF,CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares,Energy,Finance: Consumer Services
CNFR,Conifer Holdings Inc. Common Stock,Energy,Property-Casualty Insurers
CNFRL,Conifer Holdings Inc. 6.75% Senior Unsecured Notes due 2023,Energy,Property-Casualty Insurers
CNGL,Canna-Global Acquisition Corp. Class A Common Stock,Energy,Blank Checks
CNHI,CNH Industrial N.V. Common Shares,Energy,Construction/Ag Equipment/Trucks
CNI,Canadian National Railway Company Common Stock,Energy,Railroads
CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,Energy,Movies/Entertainment
CNM,Core & Main Inc. Class A Common Stock,Energy,Durable Goods
CNMD,CONMED Corporation Common Stock,Energy,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CNNE,Cannae Holdings Inc. Common Stock,Energy,Restaurants
CNO,CNO Financial Group Inc. Common Stock,Finance,Life Insurance
CNO^A,CNO Financial Group Inc. 5.125% Subordinated Debentures due 2060,Finance,
CNOB,ConnectOne Bancorp Inc. Common Stock,Finance,Major Banks
CNOBP,ConnectOne Bancorp Inc. Depositary Shares each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,Finance,Electric Utilities: Central
CNQ,Canadian Natural Resources Limited Common Stock,Finance,Oil & Gas Production
CNS,Cohen & Steers Inc Common Stock,Finance,Investment Managers
CNSL,Consolidated Communications Holdings Inc. Common Stock,Finance,Telecommunications Equipment
CNSP,CNS Pharmaceuticals Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CNTA,Centessa Pharmaceuticals plc American Depositary Shares,Finance,Biotechnology: Pharmaceutical Preparations
CNTB,Connect Biopharma Holdings Limited American Depositary Shares,Finance,Biotechnology: Pharmaceutical Preparations
CNTG,Centogene N.V. Common Shares,Finance,Medical Specialities
CNTX,Context Therapeutics Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CNTY,Century Casinos Inc. Common Stock,Finance,Hotels/Resorts
CNVS,Cineverse Corp. Class A Common Stock,Finance,Consumer Electronics/Video Chains
CNX,CNX Resources Corporation Common Stock,Finance,Oil & Gas Production
CNXA,Connexa Sports Technologies Inc. Common Stock,Finance,Recreational Games/Products/Toys
CNXC,Concentrix Corporation Common Stock,Finance,Computer Software: Prepackaged Software
CNXN,PC Connection Inc. Common Stock,Finance,Catalog/Specialty Distribution
COCO,The Vita Coco Company Inc. Common Stock,Finance,Beverages (Production/Distribution)
COCP,Cocrystal Pharma Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CODA,Coda Octopus Group Inc. Common stock,Finance,Industrial Machinery/Components
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,Finance,Home Furnishings
CODI^A,Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings,Finance,
CODI^B,Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in Compass Diversified Holdings,Finance,
CODI^C,Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares,Finance,
CODX,Co-Diagnostics Inc. Common Stock,Finance,Medical/Dental Instruments
COE,51Talk Online Education Group American depositary shares each representing 60 Class A ordinary shares,Finance,Educational Services
COEP,Coeptis Therapeutics Holdings Inc. Common Stock,Finance,Biotechnology: Biological Products (No Diagnostic Substances)
COEPW,Coeptis Therapeutics Holdings Inc. Warrants,Finance,Biotechnology: Biological Products (No Diagnostic Substances)
COF,Capital One Financial Corporation Common Stock,Finance,Major Banks
COF^I,Capital One Financial Corporation Depositary shares each representing a 1/40th interest in a share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series I of the Issuer,Finance,
COF^J,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non- Cumulative Perpetual Preferred Stock Series J,Finance,
COF^K,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series K,Finance,
COF^L,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series L,Finance,
COF^N,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series N,Finance,
COFS,ChoiceOne Financial Services Inc. Common Stock,Finance,Major Banks
COGT,Cogent Biosciences Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
COHN,Cohen & Company Inc.,Finance,Investment Bankers/Brokers/Service
COHR,Coherent Corp. Common Stock,Finance,Electronic Components
COHU,Cohu Inc. Common Stock,Finance,Electrical Products
COIN,Coinbase Global Inc. Class A Common Stock,Finance,Finance: Consumer Services
COKE,Coca-Cola Consolidated Inc. Common Stock,Finance,Beverages (Production/Distribution)
COLB,Columbia Banking System Inc. Common Stock,Finance,Savings Institutions
COLD,Americold Realty Trust Inc. Common Stock,Finance,Real Estate Investment Trusts
COLL,Collegium Pharmaceutical Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
COLM,Columbia Sportswear Company Common Stock,Finance,Apparel
COMM,CommScope Holding Company Inc. Common Stock,Finance,Radio And Television Broadcasting And Communications Equipment
COMP,Compass Inc. Class A Common Stock,Finance,EDP Services
COMS,COMSovereign Holding Corp. Common Stock,Finance,Telecommunications Equipment
COMSP,COMSovereign Holding Corp. 9.25% Series A Cumulative Redeemable Perpetual Preferred Stock,Finance,Telecommunications Equipment
COMSW,COMSovereign Holding Corp. Warrants,Finance,Telecommunications Equipment
CONN,Conn's Inc. Common Stock,Finance,Consumer Electronics/Video Chains
CONX,CONX Corp. Class A Common Stock,Finance,Blank Checks
CONXW,CONX Corp. Warrant,Finance,Blank Checks
COO,The Cooper Companies Inc. Common Stock,Finance,Ophthalmic Goods
COOK,Traeger Inc. Common Stock,Finance,Wholesale Distributors
COOL,Corner Growth Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
COOLU,Corner Growth Acquisition Corp. Unit,Finance,Blank Checks
COOLW,Corner Growth Acquisition Corp. Warrant,Finance,Blank Checks
COOP,Mr. Cooper Group Inc. Common Stock,Finance,Finance: Consumer Services
COP,ConocoPhillips Common Stock,Finance,Integrated oil Companies
CORR,CorEnergy Infrastructure Trust Inc. Common Stock,Finance,Real Estate Investment Trusts
CORR^A,CorEnergy Infrastructure Trust Inc. Depositary Shares each representing a 1/100th fractional interest of a share of 7.375% Series A Cumulative Redeemable Preferred Stock,Finance,
CORT,Corcept Therapeutics Incorporated Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
COSM,Cosmos Health Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
COST,Costco Wholesale Corporation Common Stock,Finance,Department/Specialty Retail Stores
COTY,Coty Inc. Class A Common Stock,Finance,Package Goods/Cosmetics
COUR,Coursera Inc. Common Stock,Finance,Computer Software: Prepackaged Software
COYA,Coya Therapeutics Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CP,Canadian Pacific Kansas City Limited Common Shares,Finance,
CPA,Copa Holdings S.A. Copa Holdings S.A. Class A Common Stock,Finance,Air Freight/Delivery Services
CPAA,Conyers Park III Acquisition Corp. Class A Common Stock,Finance,Blank Checks
CPAAU,Conyers Park III Acquisition Corp. Unit,Finance,Blank Checks
CPAAW,Conyers Park III Acquisition Corp. Warrants,Finance,Blank Checks
CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),Finance,Building Materials
CPB,Campbell Soup Company Common Stock,Finance,Packaged Foods
CPE,Callon Petroleum Company Common Stock,Finance,Oil & Gas Production
CPF,Central Pacific Financial Corp New,Finance,Major Banks
CPG,Crescent Point Energy Corporation Ordinary Shares (Canada),Finance,Oil & Gas Production
CPHC,Canterbury Park Holding Corporation 'New' Common Stock,Finance,Services-Misc. Amusement & Recreation
CPHI,China Pharma Holdings Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CPIX,Cumberland Pharmaceuticals Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CPK,Chesapeake Utilities Corporation Common Stock,Finance,Oil & Gas Production
CPLP,Capital Product Partners L.P. Common Units,Finance,Marine Transportation
CPNG,Coupang Inc. Class A Common Stock,Finance,Durable Goods
CPOP,Pop Culture Group Co. Ltd Class A Ordinary Shares,Finance,Services-Misc. Amusement & Recreation
CPRI,Capri Holdings Limited Ordinary Shares,Finance,Apparel
CPRT,Copart Inc. (DE) Common Stock,Finance,Retail-Auto Dealers and Gas Stations
CPRX,Catalyst Pharmaceuticals Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CPS,Cooper-Standard Holdings Inc. Common Stock,Finance,Auto Parts:O.E.M.
CPSH,CPS Technologies Corp. Common Stock,Finance,Building Materials
CPSI,Computer Programs and Systems Inc. Common Stock,Finance,EDP Services
CPSS,Consumer Portfolio Services Inc. Common Stock,Finance,Finance: Consumer Services
CPT,Camden Property Trust Common Stock,Finance,Real Estate Investment Trusts
CPTK,Crown PropTech Acquisitions Class A Ordinary Shares,Finance,Wholesale Distributors
CPTN,Cepton Inc. Common Stock,Finance,Industrial Machinery/Components
CPTNW,Cepton Inc. Warrant,Finance,Industrial Machinery/Components
CPUH,Compute Health Acquisition Corp. Class A Common Stock,Finance,Blank Checks
CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
CQP,Cheniere Energy Partners LP Cheniere Energy Partners LP Common Units,Finance,Oil/Gas Transmission
CR,Crane Company Common Stock,Finance,Office Equipment/Supplies/Services
CRAI,CRA International Inc. Common Stock,Finance,Other Consumer Services
CRBG,Corebridge Financial Inc. Common Stock,Finance,Life Insurance
CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CRBU,Caribou Biosciences Inc. Common Stock,Finance, Medicinal Chemicals and Botanical Products 
CRC,California Resources Corporation Common Stock,Finance,Oil & Gas Production
CRCT,Cricut Inc. Class A Common Stock,Finance,Wholesale Distributors
CRD/A,Crawford & Company,Finance,
CRD/B,Crawford & Company,Finance,
CRDF,Cardiff Oncology Inc. Common Stock,Finance,Biotechnology: Biological Products (No Diagnostic Substances)
CRDL,Cardiol Therapeutics Inc. Class A Common Shares,Finance,Biotechnology: Biological Products (No Diagnostic Substances)
CRDO,Credo Technology Group Holding Ltd Ordinary Shares,Finance,Semiconductors
CREG,Smart Powerr Corp. Common Stock,Finance,Business Services
CRESW,Cresud S.A.C.I.F. y A. Warrant,Finance,Real Estate
CRESY,Cresud S.A.C.I.F. y A. American Depositary Shares,Finance,Real Estate
CREX,Creative Realities Inc. Common Stock,Finance,EDP Services
CREXW,Creative Realities Inc. Warrant,Finance,EDP Services
CRF,Cornerstone Total Return Fund Inc. (The) Common Stock,Finance,Finance/Investors Services
CRGE,Charge Enterprises Inc. Common Stock,Finance,Telecommunications Equipment
CRGO,Freightos Limited Ordinary shares,Finance,Blank Checks
CRGY,Crescent Energy Company Class A Common Stock,Finance,Oil & Gas Production
CRH,CRH PLC American Depositary Shares,Finance,Building Materials
CRI,Carter's Inc. Common Stock,Finance,Apparel
CRIS,Curis Inc. Common Stock,Finance,Biotechnology: Biological Products (No Diagnostic Substances)
CRK,Comstock Resources Inc. Common Stock,Finance,Oil & Gas Production
CRKN,Crown Electrokinetics Corp. Common Stock,Finance,Industrial Machinery/Components
CRL,Charles River Laboratories International Inc. Common Stock,Finance,Biotechnology: Commercial Physical & Biological Resarch
CRM,Salesforce Inc. Common Stock,Finance,Computer Software: Prepackaged Software
CRMD,CorMedix Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CRMT,America's Car-Mart Inc Common Stock,Finance,Other Specialty Stores
CRNC,Cerence Inc. Common Stock,Finance,Computer Software: Prepackaged Software
CRNT,Ceragon Networks Ltd. Ordinary Shares,Finance,Radio And Television Broadcasting And Communications Equipment
CRNX,Crinetics Pharmaceuticals Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CRON,Cronos Group Inc. Common Share,Finance, Medicinal Chemicals and Botanical Products 
CROX,Crocs Inc. Common Stock,Finance,Shoe Manufacturing
CRS,Carpenter Technology Corporation Common Stock,Finance,Steel/Iron Ore
CRSP,CRISPR Therapeutics AG Common Shares,Finance,Biotechnology: Biological Products (No Diagnostic Substances)
CRSR,Corsair Gaming Inc. Common Stock,Finance,Computer Manufacturing
CRT,Cross Timbers Royalty Trust Common Stock,Finance,Oil & Gas Production
CRTO,Criteo S.A. American Depositary Shares,Finance,Advertising
CRUS,Cirrus Logic Inc. Common Stock,Finance,Semiconductors
CRVL,CorVel Corp. Common Stock,Finance,Specialty Insurers
CRVS,Corvus Pharmaceuticals Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,Finance,EDP Services
CRWS,Crown Crafts Inc Common Stock,Finance,Textiles
CSAN,Cosan S.A. ADS,Finance,Retail-Auto Dealers and Gas Stations
CSBR,Champions Oncology Inc. Common Stock,Finance,Biotechnology: Biological Products (No Diagnostic Substances)
CSCO,Cisco Systems Inc. Common Stock (DE),Finance,Computer Communications Equipment
CSGP,CoStar Group Inc. Common Stock,Finance,Business Services
CSGS,CSG Systems International Inc. Common Stock,Finance,EDP Services
CSIQ,Canadian Solar Inc. Common Shares (ON),Finance,
CSL,Carlisle Companies Incorporated Common Stock,Finance,Specialty Chemicals
CSLM,Consilium Acquisition Corp I Ltd. Class A Ordinary Share,Finance,Blank Checks
CSLMR,Consilium Acquisition Corp I Ltd. Right,Finance,Blank Checks
CSLMU,Consilium Acquisition Corp I Ltd. Unit,Finance,Blank Checks
CSLMW,Consilium Acquisition Corp I Ltd. Warrant,Finance,Blank Checks
CSPI,CSP Inc. Common Stock,Finance,EDP Services
CSR,D/B/A Centerspace Common Stock,Finance,Real Estate Investment Trusts
CSR^C,D/B/A Centerspace 6.625% Series C ,Finance,
CSSE,Chicken Soup for the Soul Entertainment Inc. Class A Common Stock,Finance,Movies/Entertainment
CSSEL,Chicken Soup for the Soul Entertainment Inc. Warrant,Finance,Movies/Entertainment
CSSEN,Chicken Soup for the Soul Entertainment Inc. 9.50% Notes due 2025,Finance,Movies/Entertainment
CSSEP,Chicken Soup for the Soul Entertainment Inc. 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock,Finance,Movies/Entertainment
CSTA,Constellation Acquisition Corp I Class A Ordinary Shares,Finance,Blank Checks
CSTE,Caesarstone Ltd. Ordinary Shares,Finance,Multi-Sector Companies
CSTL,Castle Biosciences Inc. Common Stock,Finance,Medical Specialities
CSTM,Constellium SE Ordinary Shares (France),Finance,Metal Fabrications
CSTR,CapStar Financial Holdings Inc. Common Stock,Finance,Major Banks
CSV,Carriage Services Inc. Common Stock,Finance,Other Consumer Services
CSWC,Capital Southwest Corporation Common Stock,Finance,Textiles
CSWI,CSW Industrials Inc. Common Stock,Finance,Home Furnishings
CSX,CSX Corporation Common Stock,Finance,Railroads
CTAS,Cintas Corporation Common Stock,Finance,Apparel
CTBB,Qwest Corporation 6.5% Notes due 2056,Finance,Telecommunications Equipment
CTBI,Community Trust Bancorp Inc. Common Stock,Finance,Major Banks
CTCX,Carmell Therapeutics Corporation Class A Common Stock,Finance,
CTCXW,Carmell Therapeutics Corporation Warrant,Finance,
CTDD,Qwest Corporation 6.75% Notes due 2057,Finance,Telecommunications Equipment
CTG,Computer Task Group Inc. Common Stock,Finance,EDP Services
CTGO,Contango ORE Inc. Common Stock,Finance,Precious Metals
CTHR,Charles & Colvard Ltd Common Stock,Finance,Consumer Specialties
CTIB,Yunhong CTI Ltd. Common Stock,Finance,Diversified Commercial Services
CTKB,Cytek Biosciences Inc. Common Stock,Finance,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CTLP,Cantaloupe Inc. Common Stock,Finance,EDP Services
CTLT,Catalent Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CTM,Castellum Inc. Common Stock,Finance,EDP Services
CTMX,CytomX Therapeutics Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CTO,CTO Realty Growth Inc. Common Stock,Finance,Real Estate Investment Trusts
CTO^A,CTO Realty Growth Inc. 6.375% Series A Cumulative Redeemable Preferred Stock,Finance,
CTOS,Custom Truck One Source Inc. Common Stock,Finance,Diversified Commercial Services
CTR,ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock,Finance,Investment Managers
CTRA,Coterra Energy Inc. Common Stock,Finance,Oil & Gas Production
CTRE,CareTrust REIT Inc. Common Stock,Finance,Real Estate Investment Trusts
CTRM,Castor Maritime Inc. Common Shares,Finance,Marine Transportation
CTRN,Citi Trends Inc. Common Stock,Finance,Clothing/Shoe/Accessory Stores
CTS,CTS Corporation Common Stock,Finance,Electrical Products
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,Finance,EDP Services
CTSO,Cytosorbents Corporation Common Stock,Finance,Medical/Dental Instruments
CTV,Innovid Corp. Common Stock,Finance,Advertising
CTVA,Corteva Inc. Common Stock ,Finance,Major Chemicals
CTXR,Citius Pharmaceuticals Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CUBA,Herzfeld Caribbean Basin Fund Inc. (The) Common Stock,Finance,Investment Managers
CUBB,Customers Bancorp Inc 5.375% Subordinated Notes Due 2034,Finance,Major Banks
CUBE,CubeSmart Common Shares,Finance,Real Estate Investment Trusts
CUBI,Customers Bancorp Inc Common Stock,Finance,Major Banks
CUBI^E,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series E,Finance,
CUBI^F,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,Finance,
CUE,Cue Biopharma Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CUEN,Cuentas Inc. Common Stock,Finance,Computer Software: Prepackaged Software
CUK,Carnival Plc ADS ADS,Finance,Marine Transportation
CULL,Cullman Bancorp Inc. Common Stock,Finance,Savings Institutions
CULP,Culp Inc. Common Stock,Finance,Textiles
CURI,CuriosityStream Inc. Class A Common Stock,Finance,Movies/Entertainment
CURO,CURO Group Holdings Corp. Common Stock,Finance,Finance: Consumer Services
CURV,Torrid Holdings Inc. Common Stock,Finance,Clothing/Shoe/Accessory Stores
CUTR,Cutera Inc. Common Stock,Finance,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CUZ,Cousins Properties Incorporated Common Stock,Finance,Real Estate Investment Trusts
CVAC,CureVac N.V. Ordinary Shares,Finance,Biotechnology: Pharmaceutical Preparations
CVBF,CVB Financial Corporation Common Stock,Finance,Major Banks
CVCO,Cavco Industries Inc. Common Stock When Issued,Finance,Homebuilding
CVCY,Central Valley Community Bancorp Common Stock,Finance,Major Banks
CVE,Cenovus Energy Inc Common Stock,Finance,Oil & Gas Production
CVEO,Civeo Corporation (Canada) Common Shares,Finance,
CVGI,Commercial Vehicle Group Inc. Common Stock,Finance,Auto Parts:O.E.M.
CVGW,Calavo Growers Inc. Common Stock,Finance,Specialty Foods
CVI,CVR Energy Inc. Common Stock,Finance,Integrated oil Companies
CVII,Churchill Capital Corp VII Class A Common Stock,Finance,Blank Checks
CVKD,Cadrenal Therapeutics Inc. Common Stock,Finance, Medicinal Chemicals and Botanical Products 
CVLG,Covenant Logistics Group Inc. Class A Common Stock,Finance,Trucking Freight/Courier Services
CVLT,Commvault Systems Inc. Common Stock,Finance,Computer Software: Prepackaged Software
CVLY,Codorus Valley Bancorp Inc Common Stock,Finance,Savings Institutions
CVM,Cel-Sci Corporation Common Stock,Finance,Biotechnology: Biological Products (No Diagnostic Substances)
CVNA,Carvana Co. Class A Common Stock,Finance,Retail-Auto Dealers and Gas Stations
CVR,Chicago Rivet & Machine Co. Common Stock,Finance,Industrial Machinery/Components
CVRX,CVRx Inc. Common Stock,Finance,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CVS,CVS Health Corporation Common Stock,Finance,Retail-Drug Stores and Proprietary Stores
CVU,CPI Aerostructures Inc. Common Stock,Finance,Military/Government/Technical
CVV,CVD Equipment Corporation Common Stock,Finance,Industrial Machinery/Components
CVX,Chevron Corporation Common Stock,Finance,Integrated oil Companies
CW,Curtiss-Wright Corporation Common Stock,Finance,Industrial Machinery/Components
CWAN,Clearwater Analytics Holdings Inc. Class A Common Stock,Finance,Computer Software: Prepackaged Software
CWBC,Community West Bancshares Common Stock,Finance,Major Banks
CWBR,CohBar Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CWCO,Consolidated Water Co. Ltd. Ordinary Shares,Finance,Water Supply
CWD,CaliberCos Inc. Class A Common Stock,Finance,Real Estate
CWEN,Clearway Energy Inc. Class C Common Stock,Finance,Electric Utilities: Central
CWH,Camping World Holdings Inc. Class A Common Stock,Finance,Retail-Auto Dealers and Gas Stations
CWK,Cushman & Wakefield plc Ordinary Shares,Finance,Real Estate
CWST,Casella Waste Systems Inc. Class A Common Stock,Finance,Environmental Services
CWT,California Water Service Group Common Stock,Finance,Water Supply
CX,Cemex S.A.B. de C.V. Sponsored ADR,Finance,Building Materials
CXAC,C5 Acquisition Corporation Class A Common Stock,Finance,Blank Checks
CXAI,CXApp Inc. Class A Common Stock,Finance,EDP Services
CXAIW,CXApp Inc. Warrant,Finance,EDP Services
CXDO,Crexendo Inc. Common Stock,Finance,Telecommunications Equipment
CXE,MFS High Income Municipal Trust Common Stock,Finance,Investment Managers
CXH,MFS Investment Grade Municipal Trust Common Stock,Finance,Investment Managers
CXM,Sprinklr Inc. Class A Common Stock,Finance,Computer Software: Prepackaged Software
CXT,Crane NXT Co. Common Stock,Finance,Metal Fabrications
CXW,CoreCivic Inc. Common Stock,Finance,Real Estate Investment Trusts
CYAN,Cyanotech Corporation Common Stock,Finance, Medicinal Chemicals and Botanical Products 
CYBN,Cybin Inc. Common Shares,Finance,Biotechnology: Pharmaceutical Preparations
CYBR,CyberArk Software Ltd. Ordinary Shares,Finance,Computer Software: Prepackaged Software
CYCC,Cyclacel Pharmaceuticals Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CYCCP,Cyclacel Pharmaceuticals Inc. 6% Convertible Preferred Stock,Finance,Biotechnology: Pharmaceutical Preparations
CYCN,Cyclerion Therapeutics Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CYD,China Yuchai International Limited Common Stock,Finance,Industrial Machinery/Components
CYH,Community Health Systems Inc. Common Stock,Finance,Hospital/Nursing Management
CYN,Cyngn Inc. Common Stock,Finance,EDP Services
CYRX,CryoPort Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CYT,Cyteir Therapeutics Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CYTH,Cyclo Therapeutics Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CYTHW,Cyclo Therapeutics Inc. Warrant,Finance,Biotechnology: Biological Products (No Diagnostic Substances)
CYTK,Cytokinetics Incorporated Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
CYTO,Altamira Therapeutics Ltd. 0.2 Common Shares (Bermuda),Finance,Biotechnology: Pharmaceutical Preparations
CZFS,Citizens Financial Services Inc. Common Stock,Finance,Major Banks
CZNC,Citizens & Northern Corp Common Stock,Finance,Major Banks
CZOO,Cazoo Group Ltd Class A Ordinary Shares,Finance,Retail-Auto Dealers and Gas Stations
CZR,Caesars Entertainment Inc. Common Stock,Finance,Hotels/Resorts
CZWI,Citizens Community Bancorp Inc. Common Stock,Finance,Savings Institutions
D,Dominion Energy Inc. Common Stock,Finance,Electric Utilities: Central
DAC,Danaos Corporation Common Stock,Finance,Marine Transportation
DADA,Dada Nexus Limited American Depositary Shares,Finance,Computer Software: Programming Data Processing
DAIO,Data I/O Corporation Common Stock,Finance,Electrical Products
DAKT,Daktronics Inc. Common Stock,Finance,Miscellaneous manufacturing industries
DAL,Delta Air Lines Inc. Common Stock,Finance,Air Freight/Delivery Services
DALN,DallasNews Corporation Series A Common Stock,Finance,Newspapers/Magazines
DALS,DA32 Life Science Tech Acquisition Corp. Class A Common Stock,Finance,Blank Checks
DAN,Dana Incorporated Common Stock ,Finance,Auto Parts:O.E.M.
DAO,Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share,Finance,Educational Services
DAR,Darling Ingredients Inc. Common Stock,Finance,Packaged Foods
DARE,Dare Bioscience Inc. Common Stock,Finance,Biotechnology: Pharmaceutical Preparations
DASH,DoorDash Inc. Class A Common Stock,Finance,Industrial Machinery/Components
DATS,DatChat Inc. Common Stock,Finance,Computer Software: Prepackaged Software
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),Finance,EDP Services
DAVE,Dave Inc. Class A Common Stock,Finance,Retail: Computer Software & Peripheral Equipment
DAVEW,Dave Inc. Warrants,Finance,Retail: Computer Software & Peripheral Equipment
